ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,MTurkCode,mturkid,Q2,Q5,introtime_1,introtime_2,introtime_3,introtime_4,f1,sen01p,f2,sen02p,f3,sen03p,f4,sen04p,f5,sen05n,f6,sen06n,f7,sen07n,f8,sen08n,f1,sen01p,f2,sen02p,f3,sen03p,f4,sen04p,f5,sen05n,f6,sen06n,f7,sen07n,f8,sen08n,countries_1_TEXT,countries_2_TEXT,countries_3_TEXT,countries_4_TEXT,countries_5_TEXT,countries_6_TEXT,countries_7_TEXT,countries_8_TEXT,countries_9_TEXT,countries_10_TEXT,countries_11_TEXT,countries_12_TEXT,countries_13_TEXT,countries_14_TEXT,countries_15_TEXT,countries_16_TEXT,countries_17_TEXT,countries_18_TEXT,countries_19_TEXT,countries_20_TEXT,countries_21_TEXT,countries_22_TEXT,countries_23_TEXT,countries_24_TEXT,countries_25_TEXT,sen1,sen2,sen3,sen4,sen5,sen6,sen7,sen8,team_inst,team1,team2,team3,team4,team5,team6,team7,team8,Q140,comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,sex,age,DO-BR-FL_19,DO-BR-FL_37,DO-BL-Presentation1,DO-BL-Presentation1inverse,DO-BL-Recall1,DO-BL-Team,DO-BL-Competence,DO-Q-sen2,DO-Q-sen1,DO-Q-sen6,DO-Q-sen3,DO-Q-sen5,DO-Q-sen7,DO-Q-sen8,DO-Q-sen4,LocationLatitude,LocationLongitude,LocationAccuracy
R_dgqq3RiLYCKAHKl,Default Response Set,Anonymous,,,68.43.172.179,0,29/02/16 22:40,29/02/16 22:46,1,843389,A10MH2GE01BXXE,1,1,0,0,1.984,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,United States,Canada,Mexico,Gautamala,Caracas,Venezuela,Argentina,Brazil,Russia,China,Israel,Germany,England,France,Norway,Sweden,Greece,,,,,,,,,1,6,7,1,5,4,3,2,1,3,5,5,3,4,4,4,6,1,3,3,6,4,4,5,5,5,1,20,Presentation 1,Competence|Team,f1|sen01p|f2|sen08n|f3|sen04p|f4|sen06n|f5|sen05n|f6|sen02p|f7|sen03p|f8|sen07n,,sen2|sen7|sen6|sen3|sen4|sen8|sen5|sen1,team_inst|team3|team8|team5|team1|team7|team2|team6|team4,Q140|comp2|comp8|comp3|comp4|comp7|comp5|comp1|comp6,4|3|5|6|2|7|8|1,1|2|3|4|5|6|7|8,2|5|8|4|7|3|6|1,4|1|3|6|2|8|7|5,2|6|7|8|1|4|3|5,6|5|2|3|7|8|1|4,7|3|2|6|5|1|8|4,2|8|6|1|5|4|7|3,42.4230957,-86.21869659,-1
R_eFdEXnAgK8utkj3,Default Response Set,Anonymous,,,104.61.236.150,0,29/02/16 22:39,29/02/16 22:46,1,227633,A16ICTTBPD7Q6Y,1,1,0,0,42.086,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,USA,Great Britain,France,Germany,Austria,Hungary,Australia,Sweden,Norway,Denmark,Finland,China,Japan,Russia,Serbia,Iraq,Iran,Papua New Guinea,Kenya,Niger,Nig,,,,,5,4,8,2,6,7,1,7,1,4,7,4,7,7,3,5,6,1,3,7,4,7,7,3,4,7,2,33,Presentation 1 inverse,Competence|Team,,f1|sen06n|f2|sen04p|f3|sen07n|f4|sen02p|f5|sen01p|f6|sen05n|f7|sen08n|f8|sen03p,sen5|sen7|sen4|sen6|sen2|sen8|sen1|sen3,team_inst|team5|team7|team4|team3|team1|team8|team6|team2,Q140|comp4|comp6|comp2|comp3|comp5|comp7|comp1|comp8,7|2|4|5|6|3|8|1,1|2|3|4|5|6|7|8,3|6|4|5|7|1|2|8,6|1|7|8|2|3|4|5,5|3|1|4|6|7|2|8,7|5|3|2|8|6|1|4,5|3|2|1|4|8|7|6,8|4|7|2|3|6|5|1,37.28999329,-120.4888,-1
R_3EDX5ZrfaJ7OtrD,Default Response Set,Anonymous,,,67.162.255.163,0,29/02/16 22:37,29/02/16 22:46,1,728851,A12HZGOZQD5YK7,1,1,0,0,81.759,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,US,Canada,Mexico,Netherlands,England,Ireland,Iceland,Greenland,Australia,Colombia,New Zealand,Philippines,Japan,China,Taiwan,South Korea,North Korea,Finland,Sweden,Portugal,France,Spain,Russia,Germany,Iran,3,7,6,3,8,2,3,6,1,6,2,4,3,3,5,5,4,1,4,2,5,2,3,4,4,3,2,35,Presentation 1,Team|Competence,f1|sen03p|f2|sen06n|f3|sen02p|f4|sen07n|f5|sen08n|f6|sen01p|f7|sen04p|f8|sen05n,,sen2|sen6|sen5|sen7|sen8|sen4|sen1|sen3,team_inst|team6|team1|team4|team2|team5|team7|team3|team8,Q140|comp3|comp1|comp7|comp5|comp6|comp8|comp4|comp2,3|4|6|7|8|1|5|2,1|2|3|4|5|6|7|8,4|5|7|3|2|1|8|6,2|1|7|8|5|3|4|6,2|3|7|4|1|5|8|6,2|8|1|5|3|7|4|6,1|7|2|5|6|8|4|3,1|3|5|8|4|7|6|2,39.15879822,-75.49410248,-1
R_0ldd1lImd7Arp9b,Default Response Set,Anonymous,,,75.118.138.235,0,29/02/16 22:32,29/02/16 22:46,1,456150,AP6MF3NZVUW5C,1,1,0,0,17.139,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,USA,Mexico,Canada,China,Japan,N Korea,S Korea,Madagascar,Chile,England,United Kingdom,France,Spain,,,,,,,,,,,,,2,4,8,5,1,6,7,3,1,3,7,4,7,7,7,3,7,1,2,7,4,7,7,5,3,7,2,33,Presentation 1 inverse,Team|Competence,,f1|sen05n|f2|sen01p|f3|sen08n|f4|sen02p|f5|sen04p|f6|sen06n|f7|sen07n|f8|sen03p,sen5|sen2|sen6|sen4|sen8|sen3|sen7|sen1,team_inst|team8|team3|team1|team2|team6|team5|team7|team4,Q140|comp2|comp1|comp6|comp4|comp3|comp8|comp7|comp5,7|2|1|6|5|8|4|3,1|2|3|4|5|6|7|8,3|8|6|5|4|1|7|2,3|4|8|2|1|5|6|7,3|7|8|1|2|5|6|4,6|7|3|2|5|4|1|8,8|1|7|4|5|3|6|2,8|6|7|1|3|5|2|4,40.03450012,-82.86949921,-1
R_7VhtlPU1kwN7gZ7,Default Response Set,Anonymous,,,129.81.33.239,0,29/02/16 22:40,29/02/16 22:46,1,139393,A3GJ2E1A1H5DM7,1,1,0,0,36.157,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,USA,Japan,Russia,Norway,Sweden,Canada,Mexico,Venezuela,Italy,France,Switzerland,Ireland,Denmark,Argentina,El Salvador,Chile,Peru,,,,,,,,,8,4,2,5,1,6,7,3,1,2,6,2,4,6,3,3,4,1,2,5,3,4,6,3,3,5,2,32,Presentation 1 inverse,Competence|Team,,f1|sen05n|f2|sen03p|f3|sen08n|f4|sen02p|f5|sen04p|f6|sen06n|f7|sen07n|f8|sen01p,sen5|sen8|sen6|sen2|sen4|sen1|sen3|sen7,team_inst|team4|team5|team8|team7|team1|team3|team2|team6,Q140|comp8|comp5|comp6|comp4|comp2|comp3|comp7|comp1,8|7|2|3|1|5|4|6,1|2|3|4|5|6|7|8,8|7|6|2|5|4|3|1,8|1|3|4|5|7|2|6,8|5|2|3|4|7|6|1,4|1|3|5|6|8|2|7,5|7|8|1|3|6|4|2,8|2|5|7|3|6|1|4,29.9467926,-90.1230011,-1
R_5psicskhPK4HC1D,Default Response Set,Anonymous,,,198.1.37.193,0,29/02/16 22:37,29/02/16 22:46,1,182813,A1OZPLHNIU1519,1,1,0,0,57.857,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,United States,China,Russia,Great Britain,France,Spain,Germany,Italy,Argentina,Mexico,Bolivia,Columbia,Australia,Japan,,,,,,,,,,,,6,7,1,3,5,2,5,8,1,6,2,6,5,3,7,5,3,1,6,2,6,4,3,7,5,2,1,52,Presentation 1,Team|Competence,f1|sen04p|f2|sen06n|f3|sen02p|f4|sen07n|f5|sen05n|f6|sen01p|f7|sen03p|f8|sen08n,,sen6|sen3|sen4|sen8|sen7|sen1|sen2|sen5,team_inst|team2|team5|team3|team8|team7|team6|team4|team1,Q140|comp1|comp6|comp3|comp5|comp2|comp4|comp7|comp8,7|8|1|5|6|4|2|3,1|2|3|4|5|6|7|8,6|3|5|7|4|2|8|1,6|2|3|8|7|5|1|4,3|4|8|6|7|2|5|1,5|4|1|8|7|2|6|3,6|3|2|1|7|5|8|4,3|5|2|4|7|1|8|6,47.66889954,-117.4369049,-1
R_0oj2X317lh1YW6V,Default Response Set,Anonymous,,,144.92.202.38,0,29/02/16 22:41,29/02/16 22:47,1,175765,AQY4X23DGYXAP,1,1,0,0,46.502,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,France,Germany,Netherlands,UK,Austria,Italy,Slovenia,Czech republic,Poland,Belgium,Spain,Portugal,Russia,Serbia,Slovakia,Chica,India,New Zealand,Mexico,Brazil,Costa Rica,Belize,Ecuador,Bolivia,,7,8,8,2,5,5,6,4,1,5,5,5,5,5,5,5,5,1,6,5,5,4,5,4,4,5,2,47,Presentation 1,Competence|Team,f1|sen02p|f2|sen06n|f3|sen01p|f4|sen08n|f5|sen05n|f6|sen03p|f7|sen04p|f8|sen07n,,sen2|sen7|sen3|sen1|sen6|sen8|sen5|sen4,team_inst|team6|team5|team8|team7|team1|team2|team3|team4,Q140|comp4|comp6|comp8|comp3|comp2|comp7|comp5|comp1,3|8|5|7|2|4|6|1,1|2|3|4|5|6|7|8,5|1|6|8|7|2|3|4,2|4|7|5|8|6|1|3,2|1|3|7|5|4|6|8,2|1|6|5|8|7|3|4,7|5|2|4|3|1|6|8,2|5|4|1|6|3|7|8,43.07609558,-89.41040039,-1
R_dou8HYF98PFjV9X,Default Response Set,Anonymous,,,76.123.242.207,0,29/02/16 22:40,29/02/16 22:47,1,930068,A3LN5SKZ0XUM60,1,1,0,0,43.972,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,England,ireland,Scotland,Wales,Denmark,France,Spain,Portugal,Germany,Italy,Greece,Cyprus,Turkey,India,Egypt,Isral,USA,Canada,Alaska,,,,,,,7,2,8,5,4,6,1,3,1,1,6,4,4,4,3,4,5,1,2,6,4,4,6,4,4,6,1,54,Presentation 1 inverse,Team|Competence,,f1|sen07n|f2|sen02p|f3|sen08n|f4|sen01p|f5|sen04p|f6|sen06n|f7|sen05n|f8|sen03p,sen3|sen7|sen4|sen5|sen6|sen1|sen8|sen2,team_inst|team8|team2|team7|team1|team5|team6|team3|team4,Q140|comp1|comp7|comp8|comp6|comp2|comp4|comp5|comp3,5|4|6|3|7|8|1|2,1|2|3|4|5|6|7|8,5|7|6|1|3|2|4|8,7|2|1|6|8|3|5|4,3|8|6|1|5|2|7|4,4|2|7|3|1|5|8|6,7|3|4|5|1|8|2|6,4|2|5|7|6|8|1|3,35.92979431,-86.46050262,-1
R_09AE1lfDwykKxbD,Default Response Set,Anonymous,,,12.129.87.4,0,29/02/16 22:40,29/02/16 22:47,1,361207,A24WQ0ZEGXHX6J,1,1,1.604,2.699,56.552,2,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,United States,Canada,Mexico,Greenland,United Kingdom,Australia,Germany,France,New Zeland,Japan,China,North Korea,South Korea,Taiwain,Nepal,India,Pakistan,Russia,Ukraine,,,,,,,1,7,6,6,4,5,8,5,1,1,2,6,1,4,7,3,6,1,3,5,4,1,2,7,3,6,1,44,Presentation 1,Competence|Team,f1|sen01p|f2|sen06n|f3|sen04p|f4|sen05n|f5|sen08n|f6|sen03p|f7|sen02p|f8|sen07n,,sen2|sen1|sen8|sen6|sen4|sen7|sen3|sen5,team_inst|team5|team7|team2|team1|team6|team4|team3|team8,Q140|comp3|comp1|comp2|comp6|comp7|comp5|comp8|comp4,3|6|8|1|2|5|7|4,1|2|3|4|5|6|7|8,7|2|5|8|1|6|4|3,8|3|1|5|4|6|7|2,4|6|8|5|1|7|2|3,4|6|8|2|7|3|1|5,2|1|7|5|6|4|3|8,2|3|4|5|8|7|6|1,38,-97,-1
R_8pS7ZUHmTnJjTTv,Default Response Set,Anonymous,,,24.149.32.59,0,29/02/16 22:37,29/02/16 22:47,1,209053,A9YLTA7PS7OVP,1,1,6.782,16.077,133.565,2,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,Canada,Spain,France,Italy,Mongolia,Colombia,Iran,Iraq,Mexico,Russia,Ukraine,Germany,,,,,,,,,,,,,,4,8,2,5,3,7,1,6,1,5,7,1,7,7,1,1,4,1,5,7,1,7,7,1,2,4,1,31,Presentation 1 inverse,Competence|Team,,f1|sen07n|f2|sen03p|f3|sen05n|f4|sen02p|f5|sen04p|f6|sen08n|f7|sen06n|f8|sen01p,sen6|sen8|sen7|sen5|sen4|sen2|sen1|sen3,team_inst|team6|team5|team1|team4|team2|team8|team7|team3,Q140|comp5|comp4|comp2|comp7|comp3|comp8|comp6|comp1,3|6|8|4|7|5|1|2,1|2|3|4|5|6|7|8,6|8|4|5|7|2|3|1,4|8|2|7|1|5|6|3,7|5|6|3|4|8|1|2,4|8|7|3|6|5|2|1,7|5|3|4|2|1|8|6,7|6|3|5|4|2|1|8,43.08990479,-77.63760376,-1
R_a654QYJR2xURYQB,Default Response Set,Anonymous,,,67.182.14.176,0,29/02/16 22:39,29/02/16 22:47,1,220978,A9LA6QK6VCERR,1,1,0,0,47.576,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,USA,canada,englad,ireland,scotland,sweden,norway,mexico,greece,turkey,france,italy,holland,monaco,iran,iraq,egypt,luxemb,,,,,,,,1,7,3,5,7,8,3,4,1,3,7,5,2,7,5,5,4,1,4,6,6,2,7,4,5,4,2,59,Presentation 1 inverse,Team|Competence,,f1|sen06n|f2|sen03p|f3|sen07n|f4|sen02p|f5|sen04p|f6|sen05n|f7|sen08n|f8|sen01p,sen5|sen8|sen6|sen2|sen1|sen7|sen4|sen3,team_inst|team2|team6|team4|team5|team8|team7|team3|team1,Q140|comp1|comp2|comp5|comp8|comp7|comp3|comp4|comp6,5|4|3|6|1|8|2|7,1|2|3|4|5|6|7|8,4|2|5|1|6|8|7|3,2|7|8|6|4|5|1|3,4|7|3|1|6|5|2|8,6|8|2|1|3|7|5|4,4|5|1|7|2|6|8|3,4|6|8|5|7|2|1|3,38.48550415,-121.3431015,-1
R_269D9A8PVoD3btr,Default Response Set,Anonymous,,,96.42.185.225,0,29/02/16 22:38,29/02/16 22:47,1,721210,AFU00NU09CFXE,1,1,0,0,170.021,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,United states,canada,france,italy,portugal,finaland,sweeden,switzerland,poland,greenland,india,singapore,philipines,china,thailand,,,,,,,,,,,6,1,3,7,5,5,2,8,1,7,1,5,5,1,6,4,3,1,7,1,5,3,2,6,5,3,2,42,Presentation 1,Team|Competence,f1|sen02p|f2|sen07n|f3|sen03p|f4|sen05n|f5|sen08n|f6|sen01p|f7|sen04p|f8|sen06n,,sen5|sen3|sen2|sen1|sen6|sen4|sen7|sen8,team_inst|team2|team3|team1|team5|team7|team4|team6|team8,Q140|comp3|comp8|comp5|comp4|comp1|comp2|comp7|comp6,5|6|2|4|7|3|1|8,1|2|3|4|5|6|7|8,3|8|4|1|7|5|6|2,5|7|4|6|2|3|8|1,2|6|7|8|3|1|5|4,8|1|4|6|2|3|5|7,6|7|1|4|8|3|5|2,3|1|7|4|2|5|6|8,43.05189514,-83.33460236,-1
R_8vu0u0YjHKUGdal,Default Response Set,Anonymous,,,75.173.42.193,0,29/02/16 22:42,29/02/16 22:47,1,126263,AKLV0WIZZ356X,1,1,0,0,43.941,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,usa,mexico,china,japan,canada,france,germany,brazil,equador,uganda,namimbia,south a,,,,,,,,,,,,,,5,4,6,6,2,3,2,7,1,3,4,3,4,4,4,3,3,1,4,4,3,4,3,4,5,5,2,40,Presentation 1 inverse,Competence|Team,,f1|sen05n|f2|sen01p|f3|sen08n|f4|sen04p|f5|sen02p|f6|sen07n|f7|sen06n|f8|sen03p,sen1|sen2|sen6|sen4|sen3|sen8|sen5|sen7,team_inst|team4|team3|team2|team1|team5|team7|team6|team8,Q140|comp6|comp5|comp4|comp8|comp3|comp2|comp1|comp7,4|6|2|3|7|1|8|5,1|2|3|4|5|6|7|8,8|6|2|7|1|4|5|3,4|2|7|3|8|5|6|1,3|4|2|1|5|8|7|6,7|5|6|2|4|1|3|8,4|7|3|5|8|6|2|1,2|5|1|6|3|8|4|7,35.2467041,-106.7231979,-1
R_br468nyRIPfb2M5,Default Response Set,Anonymous,,,76.0.69.198,0,29/02/16 22:40,29/02/16 22:47,1,968966,A1W5PUJ4372XO7,1,1,0,0,32.934,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,USA,Canada,Mexico,Russia,Greenland,Iceland,Peru,Panama,Cu,,,,,,,,,,,,,,,,,4,2,4,8,6,1,7,3,1,3,5,3,6,5,3,3,5,1,3,5,3,5,5,3,3,5,1,68,Presentation 1 inverse,Team|Competence,,f1|sen06n|f2|sen02p|f3|sen08n|f4|sen03p|f5|sen01p|f6|sen05n|f7|sen07n|f8|sen04p,sen2|sen1|sen6|sen8|sen4|sen3|sen7|sen5,team_inst|team4|team1|team3|team8|team7|team6|team2|team5,Q140|comp7|comp1|comp8|comp3|comp4|comp2|comp6|comp5,6|4|2|7|3|5|1|8,1|2|3|4|5|6|7|8,7|2|6|4|3|5|1|8,2|5|4|6|7|1|3|8,3|7|4|1|2|8|6|5,2|4|8|5|1|6|3|7,1|3|8|5|4|7|6|2,7|4|1|2|6|5|3|8,31.00430298,-97.75430298,-1
R_9pixtMWexrnYtXT,Default Response Set,Anonymous,,,66.191.92.36,0,29/02/16 22:38,29/02/16 22:47,1,375864,A2RDNYV4SH5E89,1,1,0,0,183.339,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,United States,Canada,Mexico,Spain,England,Brazil,Panama,China,Japan,India,Peru,Italy,Germany,Turkey,,,,,,,,,,,,4,5,7,8,6,1,7,3,1,2,6,3,5,6,3,6,5,1,2,6,3,6,6,3,5,6,1,26,Presentation 1 inverse,Competence|Team,,f1|sen06n|f2|sen02p|f3|sen05n|f4|sen03p|f5|sen01p|f6|sen07n|f7|sen08n|f8|sen04p,sen4|sen3|sen8|sen5|sen7|sen1|sen6|sen2,team_inst|team2|team7|team3|team1|team4|team6|team5|team8,Q140|comp5|comp3|comp8|comp4|comp2|comp1|comp6|comp7,3|6|1|4|5|2|7|8,1|2|3|4|5|6|7|8,7|6|1|2|4|3|8|5,5|1|2|7|4|6|3|8,1|2|4|6|7|3|8|5,1|7|3|2|5|4|6|8,2|3|6|8|4|7|1|5,7|8|1|4|2|3|6|5,42.581604,-88.54090118,-1
R_3W8qEf65OvjMiSV,Default Response Set,Anonymous,,,97.87.224.51,0,29/02/16 22:37,29/02/16 22:48,1,958456,A3MYPYBVHX7FQ2,1,1,0,0,108.246,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,United States,Canada,Mexico,Bolivia,Columbia,Venuzuala,Bolivia,Brazil,Russia,Germany,France,Unite,,,,,,,,,,,,,,3,8,1,1,4,5,5,1,1,5,6,6,5,1,6,6,2,1,5,6,5,1,2,6,6,5,1,45,Presentation 1,Competence|Team,f1|sen04p|f2|sen05n|f3|sen02p|f4|sen06n|f5|sen07n|f6|sen03p|f7|sen01p|f8|sen08n,,sen5|sen4|sen6|sen8|sen1|sen2|sen7|sen3,team_inst|team2|team8|team6|team7|team5|team1|team4|team3,Q140|comp2|comp5|comp8|comp3|comp6|comp1|comp7|comp4,4|6|2|5|3|8|1|7,1|2|3|4|5|6|7|8,1|5|7|2|4|8|6|3,6|4|2|7|5|3|1|8,4|8|5|2|3|7|1|6,1|4|6|8|5|7|2|3,3|5|2|8|6|7|4|1,1|8|2|6|4|5|3|7,43.56739807,-83.82209778,-1
R_0kSAhyfTpRKRTOl,Default Response Set,Anonymous,,,74.93.164.100,0,29/02/16 22:41,29/02/16 22:48,1,145942,A2VJZZPAHHKAOW,1,1,0,0,39.952,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,United States,Nicaragya,Iran,France,Germany,Russia,Syria,Turkey,Saudi Arabia,Ireland,United Kingdom,Canada,Japan,China,South Africa,Brazil,India,Israel,Egypt,Switzerland,Austria,,,,,1,4,8,2,5,5,6,3,1,4,5,1,3,3,5,5,6,1,4,5,2,4,3,3,4,5,1,33,Presentation 1 inverse,Competence|Team,,f1|sen06n|f2|sen04p|f3|sen08n|f4|sen02p|f5|sen03p|f6|sen05n|f7|sen07n|f8|sen01p,sen4|sen2|sen8|sen5|sen1|sen3|sen7|sen6,team_inst|team8|team7|team6|team2|team1|team5|team4|team3,Q140|comp2|comp8|comp7|comp3|comp4|comp6|comp5|comp1,8|3|5|7|4|2|6|1,1|2|3|4|5|6|7|8,1|8|7|6|5|2|4|3,7|8|3|4|1|6|5|2,7|6|2|8|1|3|4|5,7|5|2|1|3|6|8|4,4|8|2|3|1|5|6|7,3|7|1|5|6|8|2|4,32.82290649,-79.85489655,-1
R_cZ3RwlMQqGYnunj,Default Response Set,Anonymous,,,107.206.15.170,0,29/02/16 22:38,29/02/16 22:48,1,633886,A3E6BSFIN8UZ5S,1,1,14.617,14.617,133.766,1,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,Europe,Africa,Asia,United States,Canada,Mexico,,,,,,,,,,,,,,,,,,,,3,5,6,1,4,7,8,2,1,4,4,4,4,4,4,4,4,1,5,5,5,5,5,5,5,5,1,26,Presentation 1,Team|Competence,f1|sen04p|f2|sen08n|f3|sen01p|f4|sen06n|f5|sen05n|f6|sen02p|f7|sen03p|f8|sen07n,,sen7|sen4|sen1|sen8|sen6|sen5|sen3|sen2,team_inst|team5|team6|team2|team3|team7|team4|team1|team8,Q140|comp2|comp3|comp6|comp5|comp1|comp7|comp8|comp4,3|1|5|6|2|8|4|7,1|2|3|4|5|6|7|8,2|4|5|6|3|7|8|1,5|7|1|6|2|8|3|4,2|4|6|5|7|1|3|8,7|8|4|2|3|6|5|1,8|1|2|7|5|3|4|6,4|5|2|8|7|1|6|3,35.33389282,-119.0225983,-1
R_6zLWoX80aGFETJj,Default Response Set,Anonymous,,,64.80.74.234,0,29/02/16 22:39,29/02/16 22:48,1,700715,A1VDNS29KD5WDF,1,1,0,0,1.501,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,spain,china,japan,usa,canada,mexico,honduras,puraguay,uraguay,brazil,chile,afghanistan,france,italy,egypt,north korea,south korea,ukrane,russia,gr,,,,,,5,6,3,1,8,6,4,2,1,5,6,4,5,5,3,5,2,1,6,2,3,3,7,5,6,6,1,24,Presentation 1,Team|Competence,f1|sen04p|f2|sen08n|f3|sen03p|f4|sen07n|f5|sen06n|f6|sen01p|f7|sen02p|f8|sen05n,,sen7|sen5|sen6|sen3|sen1|sen8|sen4|sen2,team_inst|team7|team8|team1|team2|team6|team5|team4|team3,Q140|comp8|comp3|comp2|comp1|comp5|comp6|comp4|comp7,6|1|2|5|8|7|4|3,1|2|3|4|5|6|7|8,6|7|3|1|2|4|5|8,5|2|3|7|1|4|6|8,4|5|2|7|3|6|8|1,4|1|7|2|8|5|6|3,3|4|5|7|6|1|8|2,5|3|4|8|6|1|2|7,41.8500061,-87.65000153,-1
R_eysPs3SCbH1ofXL,Default Response Set,Anonymous,,,50.161.146.159,0,29/02/16 22:44,29/02/16 22:48,1,644651,APHNYDGTCRN3O,1,1,0,0,0.872,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,usa,mexico,canada,italy,england,iceland,greenland,cuba,brazil,RUSSIA,china,japan,australia,new zealand,north korea,south korea,portugal,france,germany,spain,greece,finland,u,,,5,6,8,1,1,6,6,1,1,6,4,4,3,5,6,3,5,1,5,5,4,3,5,5,5,4,1,27,Presentation 1 inverse,Competence|Team,,f1|sen07n|f2|sen04p|f3|sen06n|f4|sen02p|f5|sen01p|f6|sen08n|f7|sen05n|f8|sen03p,sen7|sen1|sen6|sen3|sen5|sen8|sen4|sen2,team_inst|team2|team5|team4|team6|team3|team8|team7|team1,Q140|comp6|comp3|comp2|comp4|comp7|comp8|comp1|comp5,2|1|8|7|4|6|5|3,1|2|3|4|5|6|7|8,3|4|8|6|5|1|7|2,3|4|8|7|1|6|5|2,1|7|4|6|3|5|2|8,4|2|7|8|5|1|3|6,6|1|7|3|5|4|8|2,4|7|6|8|1|2|3|5,37.67030334,-121.0168991,-1
R_2mkcU7RiIrjawi9,Default Response Set,Anonymous,,,12.239.13.142,0,29/02/16 22:37,29/02/16 22:48,1,467737,A13Q8G2TWZFNY8,1,1,36.122,36.122,234.03,1,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,United States,Canada,Mexico,Argentina,Columbia,Panama,Uruguay,Uganda,Angola,Chile,Egypt,Syria,Afghanistan,United Kingdom,Pakistan,Iran,,,,,,,,,,4,6,2,5,7,3,8,1,1,4,7,2,6,3,4,2,5,1,4,7,3,6,2,4,2,5,1,21,Presentation 1 inverse,Competence|Team,,f1|sen08n|f2|sen03p|f3|sen06n|f4|sen02p|f5|sen04p|f6|sen05n|f7|sen07n|f8|sen01p,sen2|sen1|sen5|sen3|sen6|sen7|sen8|sen4,team_inst|team1|team4|team7|team6|team5|team8|team2|team3,Q140|comp8|comp4|comp5|comp2|comp3|comp1|comp6|comp7,4|1|2|5|3|7|6|8,1|2|3|4|5|6|7|8,8|7|6|2|5|4|1|3,1|6|4|8|2|5|7|3,2|5|7|1|4|8|6|3,4|7|6|8|2|1|5|3,8|2|3|1|6|5|4|7,3|6|5|4|7|2|1|8,41.97590637,-87.70159912,-1
R_0wagmDCalnZYkEl,Default Response Set,Anonymous,,,68.206.181.5,0,29/02/16 22:36,29/02/16 22:48,1,619808,A1O67YS3DU0ZHX,1,1,0,0,68.139,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,USA,Canada,Mexico,Japan,Germany,Australia,China,South Korea,North Korea,Uruguay,Brazil,Senegal,Sudan,Chile,Peru,Costa Rica,Thailand,Cambodia,My,,,,,,,6,3,7,8,6,4,5,2,1,1,1,7,1,1,6,4,4,1,3,3,6,2,2,7,6,5,2,32,Presentation 1,Team|Competence,f1|sen02p|f2|sen08n|f3|sen04p|f4|sen07n|f5|sen05n|f6|sen01p|f7|sen03p|f8|sen06n,,sen3|sen4|sen5|sen7|sen2|sen6|sen8|sen1,team_inst|team6|team3|team8|team4|team5|team7|team2|team1,Q140|comp2|comp5|comp4|comp3|comp8|comp7|comp6|comp1,1|6|7|2|8|3|5|4,1|2|3|4|5|6|7|8,3|5|4|7|1|6|2|8,7|8|6|2|4|1|3|5,6|8|1|4|3|2|5|7,3|8|5|2|6|7|1|4,8|2|4|3|7|6|5|1,3|1|5|6|4|7|8|2,31.74349976,-106.2968979,-1
