ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,MTurkCode,mturkid,Q2,Q5,introtime_1,introtime_2,introtime_3,introtime_4,f1,sen01p,f2,sen02n,f3,sen03p,f4,sen04n,f5,sen05n,f6,sen06p,f7,sen07p,f8,sen08n,f1,sen09n,f2,sen10p,f3,sen11n,f4,sen12p,f5,sen13p,f6,sen14n,f7,sen15n,f8,sen16p,f1,sen17p,f2,sen18n,f3,sen19p,f4,sen20n,f5,sen21n,f6,sen22p,f7,sen23p,f8,sen24n,f1,sen25n,f2,sen26p,f3,sen27n,f4,sen28p,f5,sen29p,f6,sen30n,f7,sen31n,f8,sen32p,countries_1_TEXT,countries_2_TEXT,countries_3_TEXT,countries_4_TEXT,countries_5_TEXT,countries_6_TEXT,countries_7_TEXT,countries_8_TEXT,countries_9_TEXT,countries_10_TEXT,countries_11_TEXT,countries_12_TEXT,countries_13_TEXT,countries_14_TEXT,countries_15_TEXT,countries_16_TEXT,countries_17_TEXT,countries_18_TEXT,countries_19_TEXT,countries_20_TEXT,countries_21_TEXT,countries_22_TEXT,countries_23_TEXT,countries_24_TEXT,countries_25_TEXT,sen1,sen2,sen3,sen4,sen5,sen6,sen7,sen8,sen9,sen10,sen11,sen12,sen13,sen14,sen15,sen16,sen17,sen18,sen19,sen20,sen21,sen22,sen23,sen24,sen25,sen26,sen27,sen28,sen29,sen30,sen31,sen32,team_inst,team1,team2,team3,team4,team5,team6,team7,team8,Q140,comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,sex,age,DO-BR-FL_19,DO-BR-FL_37,DO-BL-Presentation1,DO-BL-Presentation1inverse,DO-BL-Presentation2,DO-BL-Presentation2inverse,DO-BL-Recall1,DO-BL-Recall1inverse,DO-BL-Recall2,DO-BL-Recall2inverse,DO-BL-Team,DO-BL-Competence,DO-Q-sen1,DO-Q-sen2,DO-Q-sen26,DO-Q-sen18,DO-Q-sen31,DO-Q-sen23,DO-Q-sen9,DO-Q-sen5,DO-Q-sen13,DO-Q-sen15,DO-Q-sen7,DO-Q-sen25,DO-Q-sen17,DO-Q-sen10,DO-Q-sen20,DO-Q-sen28,DO-Q-sen3,DO-Q-sen11,DO-Q-sen19,DO-Q-sen27,DO-Q-sen8,DO-Q-sen16,DO-Q-sen4,DO-Q-sen12,DO-Q-sen21,DO-Q-sen14,DO-Q-sen29,DO-Q-sen6,DO-Q-sen30,DO-Q-sen22,DO-Q-sen24,DO-Q-sen32,LocationLatitude,LocationLongitude,LocationAccuracy
R_8hUuDG30e7GwqIl,Default Response Set,Anonymous,,,128.90.94.29,0,2/23/2016 18:41,2/23/2016 18:51,1,71095,AWDBHQA8XK0G1,1,1,0,0,95.916,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Austria,Australia,Afghanistan,Argentina,Angola,Brazil,Bolivia,Bulgaria,Botswana,Chile,Denmark,Ethiopia,France,Fiji,Germany,,,,,,,,,,,4,5,2,7,8,1,6,3,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,7,7,7,7,7,7,1,6,6,6,6,6,6,6,6,1,35,Presentation 1,Team|Competence,f1|sen06p|f2|sen04n|f3|sen01p|f4|sen02n|f5|sen08n|f6|sen07p|f7|sen03p|f8|sen05n,,,,sen1|sen5|sen7|sen2|sen8|sen3|sen6|sen4,,,,team_inst|team8|team5|team4|team7|team2|team6|team1|team3,Q140|comp7|comp3|comp1|comp8|comp6|comp5|comp2|comp4,1|2|3|4|5|6|7|8,2|3|1|5|6|4|8|7,,,,,,6|4|2|3|8|1|5|7,,,4|8|6|5|1|2|3|7,,,,,,4|7|2|1|3|8|6|5,,,,1|7|8|2|5|3|4|6,,5|2|6|8|3|7|4|1,,,,,1|5|4|6|7|8|2|3,,,,,40.74209595,-74.00180054,-1
R_b2ugplfmhy4N4zz,Default Response Set,Anonymous,,,70.106.251.238,0,2/23/2016 18:41,2/23/2016 18:51,1,39975,AST33WVZ5QC05,1,1,3.767,156.351,178.53,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,Russia,Australia,Egypt,Canada,Mexico,Libya,Iran,Iraq,Saudia Arabia,Belgium,Netherlands,Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,3,2,1,4,4,7,1,6,7,7,7,7,7,7,6,1,7,7,7,7,7,7,7,7,2,40,Presentation 2 inverse,Team|Competence,,,,f1|sen30n|f2|sen28p|f3|sen27n|f4|sen26p|f5|sen32p|f6|sen31n|f7|sen25n|f8|sen29p,,,,sen27|sen28|sen29|sen30|sen31|sen32|sen25|sen26,team_inst|team8|team5|team4|team1|team6|team7|team2|team3,Q140|comp8|comp1|comp5|comp3|comp7|comp6|comp4|comp2,,,4|7|5|3|1|8|6|2,,3|5|2|1|6|4|8|7,,,,,,,1|2|3|4|5|6|7|8,,,,8|4|2|7|1|5|3|6,,,,7|1|4|2|8|6|3|5,,,,,,,7|1|8|6|3|4|2|5,,7|8|6|1|4|3|5|2,,,7|8|4|6|5|2|1|3,39.03349304,-77.4838028,-1
R_6Ez31FBzDqGlQaN,Default Response Set,Anonymous,,,184.58.223.206,0,2/23/2016 18:45,2/23/2016 18:52,1,62645,AKM7BAAH9OPGW,1,1,0,0,5.744,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,3,4,8,7,8,3,1,4,5,6,5,6,5,6,7,1,6,3,3,4,5,5,6,6,1,31,Presentation 2 inverse,Competence|Team,,,,f1|sen27n|f2|sen26p|f3|sen30n|f4|sen29p|f5|sen28p|f6|sen31n|f7|sen25n|f8|sen32p,,,,sen27|sen25|sen29|sen30|sen28|sen31|sen26|sen32,team_inst|team4|team2|team3|team8|team1|team5|team6|team7,Q140|comp5|comp3|comp8|comp4|comp6|comp1|comp2|comp7,,,8|1|7|5|2|6|4|3,,8|2|5|6|3|1|4|7,,,,,,,1|2|3|4|5|6|7|8,,,,2|5|7|6|4|1|3|8,,,,6|1|3|2|8|7|5|4,,,,,,,7|5|4|2|6|3|8|1,,5|7|2|1|4|3|8|6,,,7|8|3|6|2|4|5|1,43.043396,-87.89450073,-1
R_ebQyiWrwMdsob3v,Default Response Set,Anonymous,,,97.101.7.34,0,2/23/2016 18:44,2/23/2016 18:52,1,30781,A3X6N2OAY5XY8,1,1,25.012,25.012,70.023,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,canada,france,spain,germany,switzerland,romania,poland,russia,china,colombia,venezuela,argentina,mexico,cuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,4,5,8,7,5,,,,,,,,,1,6,5,7,7,6,6,7,6,1,5,4,6,6,6,6,5,5,1,45,Presentation 2,Competence|Team,,,f1|sen19p|f2|sen18n|f3|sen23p|f4|sen24n|f5|sen20n|f6|sen17p|f7|sen22p|f8|sen21n,,,,sen24|sen22|sen21|sen17|sen20|sen23|sen18|sen19,,team_inst|team5|team6|team3|team8|team7|team1|team4|team2,Q140|comp4|comp6|comp8|comp5|comp1|comp2|comp3|comp7,,,,6|8|2|4|3|7|1|5,,7|3|5|8|6|1|4|2,,,,,,,1|2|3|4|5|6|7|8,,8|1|7|3|6|4|5|2,,,,2|1|4|8|7|5|3|6,,,,,,6|4|2|7|8|1|5|3,,,,,7|2|3|5|6|1|4|8,2|8|4|5|1|3|7|6,,29.57060242,-81.21749878,-1
R_bBY2GgegvOMwFKt,Default Response Set,Anonymous,,,184.153.180.35,0,2/23/2016 18:43,2/23/2016 18:52,1,56433,A1SXLST66ZINTJ,1,1,0,0,203.225,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,United States,Canada,Mexico,Ireland,France,Germany,Britain,Switzerland,China,Japan,El Salvador,Cuba,Jamaica,Iran,Iraq,Afghanistan,Pakistan,India,South Korea,North Korea,Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,6,4,5,8,8,2,1,6,4,5,4,6,4,5,6,1,5,5,5,4,6,5,5,6,1,23,Presentation 2 inverse,Team|Competence,,,,f1|sen30n|f2|sen32p|f3|sen27n|f4|sen29p|f5|sen28p|f6|sen31n|f7|sen25n|f8|sen26p,,,,sen27|sen30|sen31|sen25|sen32|sen26|sen29|sen28,team_inst|team8|team3|team6|team4|team2|team7|team5|team1,Q140|comp1|comp8|comp5|comp2|comp4|comp6|comp7|comp3,,,2|7|5|3|4|6|8|1,,2|8|3|6|7|1|5|4,,,,,,,1|2|3|4|5|6|7|8,,,,6|1|7|8|2|5|3|4,,,,5|8|6|2|3|7|4|1,,,,,,,7|1|6|3|4|8|2|5,,7|3|8|1|4|6|5|2,,,8|3|4|2|5|1|7|6,44.47349548,-69.05509949,-1
R_aXZNmalwyCa4u2N,Default Response Set,Anonymous,,,73.199.237.169,0,2/23/2016 18:41,2/23/2016 18:52,1,56177,A90JBLDKW71DX,1,1,0,0,44.76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,8,6,4,8,3,6,1,4,4,4,4,4,4,4,4,1,4,5,4,5,4,4,4,4,2,22,Presentation 2 inverse,Competence|Team,,,,f1|sen31n|f2|sen29p|f3|sen30n|f4|sen26p|f5|sen32p|f6|sen25n|f7|sen27n|f8|sen28p,,,,sen26|sen31|sen30|sen32|sen29|sen28|sen25|sen27,team_inst|team3|team1|team2|team7|team4|team5|team6|team8,Q140|comp1|comp3|comp2|comp7|comp5|comp6|comp4|comp8,,,2|3|7|5|6|1|8|4,,3|2|6|8|1|4|7|5,,,,,,,1|2|3|4|5|6|7|8,,,,5|7|1|2|3|4|6|8,,,,2|7|1|4|6|3|5|8,,,,,,,2|8|4|7|1|5|6|3,,1|4|7|3|8|6|2|5,,,5|2|4|3|7|6|1|8,39.38699341,-74.62169647,-1
R_09DnSXj77880N7L,Default Response Set,Anonymous,,,75.165.108.160,0,2/23/2016 18:44,2/23/2016 18:52,1,73834,A1MMC6X3ZNJ9OT ,1,1,0,0,64.165,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,Africa,India,China,Afganistan,Germany,France,England,Belgium,Russia,Yugoslovia,Sweden,Netherlands,Spain,Italy,Bra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,5,8,7,4,5,3,1,6,5,6,5,5,6,6,5,1,6,5,6,5,6,6,5,6,2,57,Presentation 2 inverse,Competence|Team,,,,f1|sen25n|f2|sen29p|f3|sen31n|f4|sen32p|f5|sen28p|f6|sen30n|f7|sen27n|f8|sen26p,,,,sen30|sen25|sen32|sen31|sen26|sen28|sen29|sen27,team_inst|team7|team6|team4|team2|team1|team3|team8|team5,Q140|comp5|comp4|comp8|comp7|comp1|comp2|comp6|comp3,,,1|2|6|8|4|3|5|7,,1|5|8|6|3|2|7|4,,,,,,,1|2|3|4|5|6|7|8,,,,3|2|7|8|4|6|1|5,,,,1|3|4|8|7|2|6|5,,,,,,,2|4|3|5|7|6|8|1,,2|3|4|5|8|7|6|1,,,1|4|6|3|2|8|7|5,47.40840149,-122.1957016,-1
R_71iJb6u4LoxuUf3,Default Response Set,Anonymous,,,74.132.116.171,0,2/23/2016 18:46,2/23/2016 18:52,1,87183,AW2LIJBEY8QUE,1,1,0,0,18.822,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,Canada,Mexico,Brazil,Guatamala,Japan,South Korea,North Korea,Cambodia,Thailand,Laos,Britain,Germany,Italy,France,Greece,,,,,,,,,,,,,,,,,,6,4,1,5,2,6,6,8,,,,,,,,,,,,,,,,,1,6,7,6,7,7,6,7,7,1,6,7,6,7,7,7,5,6,2,23,Presentation 1 inverse,Competence|Team,,f1|sen11n|f2|sen13p|f3|sen09n|f4|sen16p|f5|sen12p|f6|sen15n|f7|sen14n|f8|sen10p,,,,sen10|sen12|sen16|sen11|sen15|sen13|sen14|sen9,,,team_inst|team7|team3|team8|team2|team5|team4|team1|team6,Q140|comp2|comp3|comp1|comp4|comp6|comp8|comp7|comp5,,,,,,,1|2|3|4|5|6|7|8,,6|1|5|4|2|7|3|8,2|3|8|4|5|7|6|1,,,,4|3|8|1|2|7|5|6,,,,5|8|2|4|6|3|7|1,,,,7|8|6|1|5|4|2|3,,7|4|3|1|5|8|2|6,,5|8|7|1|3|2|6|4,,,,,,,38.9223938,-84.54709625,-1
R_dcMaAaCNMg1NO2p,Default Response Set,Anonymous,,,68.195.18.173,0,2/23/2016 18:45,2/23/2016 18:52,1,89249,A115UFR6VA6OM1,1,1,0,0,51.979,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,united states,england,scotland,france,saudi arabia,germany,israel,brazil,argentina,canada,mexico,brussels,italy,irela,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,6,8,1,8,7,7,,,,,,,,,1,5,7,6,6,7,6,7,6,1,6,7,7,5,6,6,7,7,2,60,Presentation 2,Team|Competence,,,f1|sen17p|f2|sen24n|f3|sen22p|f4|sen18n|f5|sen21n|f6|sen23p|f7|sen19p|f8|sen20n,,,,sen24|sen19|sen22|sen20|sen21|sen18|sen23|sen17,,team_inst|team1|team8|team3|team6|team2|team7|team4|team5,Q140|comp3|comp6|comp8|comp4|comp5|comp1|comp7|comp2,,,,3|8|4|1|5|7|2|6,,5|2|7|4|1|6|8|3,,,,,,,1|2|3|4|5|6|7|8,,8|3|6|7|2|1|5|4,,,,5|2|7|8|3|1|4|6,,,,,,5|2|7|3|1|6|8|4,,,,,4|1|6|2|8|5|3|7,3|5|8|7|1|4|6|2,,40.98829651,-73.79540253,-1
R_cJiKytdKlHerwJn,Default Response Set,Anonymous,,,73.204.126.205,0,2/23/2016 18:44,2/23/2016 18:52,1,85729,A1W17OY3AO1B72,1,1,4.131,28.531,29.405,4,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,America,Jamaica,bahams,cech,france,italy,cuba,grenada,guyana,,,,,,,,,,,,,,,,,1,7,5,8,4,2,5,7,,,,,,,,,,,,,,,,,,,,,,,,,1,7,6,6,2,4,4,6,6,1,6,3,7,3,5,3,5,5,1,32,Presentation 1,Team|Competence,f1|sen01p|f2|sen02n|f3|sen03p|f4|sen05n|f5|sen04n|f6|sen07p|f7|sen06p|f8|sen08n,,,,sen8|sen4|sen1|sen2|sen5|sen3|sen6|sen7,,,,team_inst|team2|team6|team7|team4|team8|team1|team5|team3,Q140|comp6|comp8|comp1|comp7|comp4|comp5|comp3|comp2,1|2|3|4|5|6|7|8,1|5|7|8|3|6|4|2,,,,,,5|7|8|4|1|6|2|3,,,3|2|6|5|1|7|8|4,,,,,,4|3|2|6|8|5|7|1,,,,1|2|8|6|3|5|7|4,,4|6|7|8|2|3|1|5,,,,,6|4|7|1|8|3|5|2,,,,,26.1829071,-80.22380066,-1
R_26mY61KWtOAwyQ5,Default Response Set,Anonymous,,,50.109.70.152,0,2/23/2016 18:45,2/23/2016 18:52,1,94127,AMPMTF5IAAMK8,1,1,0,0,34.037,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,Uganda,USA,Russia,China,Korea,India,Guatemala,South Africa,Canada,Mexico,UK,Ireland,Denmark,Iceland,Nor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,8,7,4,7,1,2,1,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,1,34,Presentation 2 inverse,Competence|Team,,,,f1|sen25n|f2|sen32p|f3|sen30n|f4|sen26p|f5|sen29p|f6|sen31n|f7|sen27n|f8|sen28p,,,,sen29|sen27|sen25|sen26|sen31|sen30|sen28|sen32,team_inst|team3|team7|team6|team2|team1|team4|team5|team8,Q140|comp7|comp2|comp4|comp3|comp5|comp1|comp8|comp6,,,3|8|2|5|1|6|4|7,,1|5|2|4|7|8|3|6,,,,,,,1|2|3|4|5|6|7|8,,,,5|3|8|2|6|1|4|7,,,,4|5|7|6|1|8|3|2,,,,,,,3|2|6|7|4|1|5|8,,1|8|2|5|6|7|3|4,,,4|2|5|7|6|3|1|8,40.48420715,-88.99369812,-1
R_3Q4Gng7h41DbUBn,Default Response Set,Anonymous,,,73.1.141.20,0,2/23/2016 18:45,2/23/2016 18:52,1,40258,A1YGSYTOGXCQY7,1,1,3.82,7.094,63.767,2,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,Canada,Iceland,Greenland,Japan,China,North Korea,South Korea,South Africa,Russia,Romania,Italy,England,Ireland,Scotland,Mexico,New Zealand,,,,,,,,,,,,,,,,,5,4,3,3,5,1,6,2,,,,,,,,,,,,,,,,,1,2,1,3,6,2,2,4,3,1,2,2,4,6,3,1,3,2,1,24,Presentation 1 inverse,Competence|Team,,f1|sen14n|f2|sen16p|f3|sen09n|f4|sen10p|f5|sen13p|f6|sen15n|f7|sen11n|f8|sen12p,,,,sen14|sen15|sen16|sen11|sen9|sen10|sen12|sen13,,,team_inst|team4|team8|team5|team2|team3|team6|team1|team7,Q140|comp4|comp1|comp8|comp2|comp3|comp5|comp7|comp6,,,,,,,1|2|3|4|5|6|7|8,,4|3|1|2|5|7|8|6,2|8|1|4|6|7|5|3,,,,6|5|8|7|4|1|3|2,,,,4|7|2|8|3|1|5|6,,,,1|4|3|7|8|6|2|5,,1|5|2|6|7|3|8|4,,5|1|6|2|8|3|7|4,,,,,,,26.59579468,-80.12989807,-1
R_ahFuZGmRiw4RcYl,Default Response Set,Anonymous,,,99.21.145.64,0,2/23/2016 18:44,2/23/2016 18:52,1,21670,A3205NXKRZBL8G,1,1,6.032,57.136,62.575,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,USA,Canada,Mexico,Russia,Iran,Iraq,Israel,Jordan,Egypt,China,Japan,South Korea,North Korea,India,Thailand,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,6,8,7,1,5,4,,,,,,,,,1,6,4,5,5,4,3,3,7,1,5,4,5,6,6,4,4,6,1,37,Presentation 2,Competence|Team,,,f1|sen22p|f2|sen18n|f3|sen23p|f4|sen24n|f5|sen20n|f6|sen17p|f7|sen19p|f8|sen21n,,,,sen22|sen24|sen21|sen23|sen18|sen17|sen20|sen19,,team_inst|team1|team5|team8|team4|team7|team3|team6|team2,Q140|comp3|comp2|comp5|comp4|comp6|comp1|comp7|comp8,,,,6|5|1|3|7|8|4|2,,1|8|5|6|2|3|7|4,,,,,,,1|2|3|4|5|6|7|8,,4|1|5|8|3|2|7|6,,,,4|2|5|6|7|1|8|3,,,,,,8|5|2|1|7|4|6|3,,,,,1|8|7|6|5|4|2|3,3|6|2|5|8|1|7|4,,38.626297,-121.3827972,-1
R_cAOjGooHLILIueV,Default Response Set,Anonymous,,,24.13.123.10,0,2/23/2016 18:43,2/23/2016 18:52,1,31297,A1ALBJXEKOAEY4,1,1,12.675,252.387,259.443,3,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Russia,United States,Syria,Iran,Iraq,Turkey,United Kingdom,Ireland,Germany,France,Denmark,Netherlands,Sweden,Finland,China,Japan,South Korea,North Korea,Taiwan,Australia,New Zealand,Togo,Canada,Mexico,Guatemala,3,7,8,8,4,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,1,3,6,6,4,5,4,5,4,1,3,6,5,4,6,5,5,5,1,24,Presentation 1,Team|Competence,f1|sen07p|f2|sen08n|f3|sen01p|f4|sen02n|f5|sen05n|f6|sen06p|f7|sen03p|f8|sen04n,,,,sen8|sen1|sen2|sen6|sen3|sen4|sen5|sen7,,,,team_inst|team2|team4|team5|team3|team8|team7|team1|team6,Q140|comp1|comp7|comp5|comp3|comp4|comp8|comp2|comp6,1|2|3|4|5|6|7|8,1|3|5|4|6|2|8|7,,,,,,2|7|5|6|1|3|4|8,,,7|1|2|3|4|8|6|5,,,,,,4|1|6|8|5|7|3|2,,,,6|4|8|3|7|2|1|5,,6|3|1|7|4|8|5|2,,,,,8|7|2|1|5|6|4|3,,,,,41.47929382,-87.31639862,-1
R_5pRgGSF54GYk6Rn,Default Response Set,Anonymous,,,72.69.186.27,0,2/23/2016 18:45,2/23/2016 18:53,1,83902,A3RMV9ZGFJ0HHF,1,1,0,0,79.256,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,Canada,Mexico,Korea,Japan,China,England,France,Spain,Portugal,Argentina,Brazil,Chile,Colombia,India,Vietnam,Australia,Germany,Netherland,Switzerland,Russia,,,,,,,,,,,,,8,7,3,2,6,6,1,4,,,,,,,,,,,,,,,,,1,7,7,7,7,7,7,7,7,1,6,6,6,6,6,6,6,6,2,34,Presentation 1 inverse,Team|Competence,,f1|sen15n|f2|sen12p|f3|sen11n|f4|sen16p|f5|sen10p|f6|sen14n|f7|sen09n|f8|sen13p,,,,sen12|sen16|sen9|sen13|sen15|sen11|sen10|sen14,,,team_inst|team8|team7|team1|team3|team2|team4|team5|team6,Q140|comp8|comp3|comp5|comp1|comp4|comp6|comp2|comp7,,,,,,,1|2|3|4|5|6|7|8,,5|2|6|4|3|8|7|1,4|3|5|2|7|1|6|8,,,,1|8|6|7|5|2|4|3,,,,7|5|6|8|1|3|2|4,,,,3|2|5|4|1|7|8|6,,3|1|5|7|6|8|2|4,,4|3|1|5|8|2|7|6,,,,,,,40.71429443,-74.0059967,-1
R_9FwfcdAZ9S9IV9z,Default Response Set,Anonymous,,,66.215.43.1,0,2/23/2016 18:44,2/23/2016 18:53,1,54967,A2JCHN90PRUWDH,1,1,0,0,186.852,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,1,2,4,3,8,1,,,,,,,,,1,6,5,5,5,6,7,6,7,1,5,6,6,6,5,5,6,5,1,22,Presentation 2,Team|Competence,,,f1|sen23p|f2|sen20n|f3|sen19p|f4|sen18n|f5|sen24n|f6|sen22p|f7|sen17p|f8|sen21n,,,,sen24|sen20|sen19|sen18|sen21|sen23|sen22|sen17,,team_inst|team7|team6|team8|team3|team1|team2|team5|team4,Q140|comp2|comp8|comp3|comp4|comp6|comp1|comp7|comp5,,,,6|5|7|3|1|4|2|8,,7|5|2|3|1|8|6|4,,,,,,,1|2|3|4|5|6|7|8,,8|3|1|6|2|7|4|5,,,,6|1|8|7|3|2|5|4,,,,,,1|6|2|7|8|3|5|4,,,,,2|3|6|7|1|5|8|4,3|6|1|8|4|5|7|2,,34.5776062,-117.1591949,-1
R_bxzCiPfNO9tJ8RD,Default Response Set,Anonymous,,,24.166.101.251,0,2/23/2016 18:45,2/23/2016 18:53,1,53822,A3EPDU2O2JMR50,1,1,0,0,45.318,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,United States of America,Armenia,Iran,Iraq,Quatar,Saudi Arabia,Russia,China,Australia,New Zealand,Mexico,Canada,Japan,Thiland,South Korea,North Korea,Spain,Germany,France,England,Portgual,Columbia,Pe,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,3,5,7,8,6,2,1,3,7,4,2,7,4,4,4,1,4,7,4,6,7,5,5,5,1,31,Presentation 2 inverse,Team|Competence,,,,f1|sen25n|f2|sen32p|f3|sen30n|f4|sen26p|f5|sen28p|f6|sen31n|f7|sen27n|f8|sen29p,,,,sen31|sen26|sen28|sen25|sen32|sen29|sen27|sen30,team_inst|team6|team5|team1|team7|team8|team3|team4|team2,Q140|comp2|comp7|comp6|comp1|comp3|comp4|comp5|comp8,,,3|8|1|4|7|2|5|6,,2|6|5|3|1|7|4|8,,,,,,,1|2|3|4|5|6|7|8,,,,1|5|6|8|4|3|2|7,,,,6|2|3|7|1|8|4|5,,,,,,,2|5|1|7|4|6|3|8,,2|5|6|3|7|1|4|8,,,1|4|3|7|5|2|6|8,41.9703064,-80.3125,-1
R_aW2hHqpmlzfIFX7,Default Response Set,Anonymous,,,50.141.97.75,0,2/23/2016 18:44,2/23/2016 18:53,1,25127,A36W7RZROOARHJ,1,1,0,0,59.932,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,england,us,germany,mexico,canada,brazil,france,china,russia,argen,,,,,,,,,,,,,,,,4,6,8,7,2,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,6,6,7,6,6,6,1,6,5,5,5,7,5,5,5,1,36,Presentation 1,Competence|Team,f1|sen07p|f2|sen05n|f3|sen03p|f4|sen02n|f5|sen08n|f6|sen06p|f7|sen01p|f8|sen04n,,,,sen3|sen2|sen4|sen8|sen1|sen6|sen5|sen7,,,,team_inst|team3|team4|team8|team5|team1|team7|team6|team2,Q140|comp7|comp3|comp1|comp8|comp4|comp5|comp2|comp6,1|2|3|4|5|6|7|8,8|3|7|4|2|6|1|5,,,,,,5|1|8|4|6|3|2|7,,,4|5|7|6|1|2|8|3,,,,,,2|3|7|1|6|5|8|4,,,,7|8|1|5|6|2|4|3,,3|2|8|7|5|4|6|1,,,,,2|8|7|5|1|3|6|4,,,,,45.53770447,-122.6006012,-1
